Match,GER_Duels,JPN_Duels,GER_AerialDuels,JPN_AerialDuels,GER_Dribbles,JPN_Dribbles,GER_Dispossessed,JPN_Dispossessed
Germany vs Japan,25/63,38/63,22/34,12/34,3/14,3/10,18,4
