Match,GER_TotalShots,JPN_TotalShots,GER_ShotsOnTarget,JPN_ShotsOnTarget,GER_HitWoodwork,JPN_HitWoodwork,GER_ShotsOffTarget,JPN_ShotsOffTarget,GER_BlockedShots,JPN_BlockedShots,GER_ShotsInsideBox,JPN_ShotsInsideBox,GER_ShotsOutsideBox,JPN_ShotsOutsideBox
Germany vs Japan,26,12,9,4,2,0,11,4,6,4,16,12,10,0
