Match,GER_TacklesWonPct,JPN_TacklesWonPct,GER_TotalTackles,JPN_TotalTackles,GER_Interceptions,JPN_Interceptions,GER_Recoveries,JPN_Recoveries,GER_Clearances,JPN_Clearances
Germany vs Japan,82,59,11,29,3,6,45,50,3,38
