Match,GER_AccuratePasses,JPN_AccuratePasses,GER_ThrowIns,JPN_ThrowIns,GER_FinalThirdEntries,JPN_FinalThirdEntries,GER_PassesFinalThird,JPN_PassesFinalThird,GER_LongBalls,JPN_LongBalls,GER_Crosses,JPN_Crosses
Germany vs Japan,686,190,33,12,63,34,164/211,36/59,28/47,21/54,8/25,4/11
