Match,GER_Saves,JPN_Saves,GER_GoalsPrevented,JPN_GoalsPrevented,GER_BigSaves,JPN_BigSaves,GER_Punches,JPN_Punches,GER_GoalKicks,JPN_GoalKicks
Germany vs Japan,2,8,-0.23,1.82,0,2,0,2,8,10
