Match,CRC_BigChancesScored,GER_BigChancesScored,CRC_BigChancesMissed,GER_BigChancesMissed,CRC_TouchesOppBox,GER_TouchesOppBox,CRC_FouledFinalThird,GER_FouledFinalThird,CRC_Offsides,GER_Offsides
Costa Rica vs Germany,1,4,2,6,13,71,1,0,4,3
