Match,CRC_Duels,GER_Duels,CRC_GroundDuels,GER_GroundDuels,CRC_AerialDuels,GER_AerialDuels,CRC_Dribbles,GER_Dribbles,CRC_Dispossessed,GER_Dispossessed
Costa Rica vs Germany,38/68,30/68,38/68,30/68,12/21,9/21,8/13,17/27,5,11
