Match,CRC_TotalShots,GER_TotalShots,CRC_ShotsOnTarget,GER_ShotsOnTarget,CRC_HitWoodwork,GER_HitWoodwork,CRC_ShotsOffTarget,GER_ShotsOffTarget,CRC_BlockedShots,GER_BlockedShots,CRC_ShotsInsideBox,GER_ShotsInsideBox,CRC_ShotsOutsideBox,GER_ShotsOutsideBox
Costa Rica vs Germany,8,32,6,11,0,3,1,15,1,6,6,24,2,8
