Match,CRC_GoalkeeperSaves,GER_GoalkeeperSaves,CRC_GoalsPrevented,GER_GoalsPrevented,CRC_BigSaves,GER_BigSaves,CRC_HighClaims,GER_HighClaims,CRC_Punches,GER_Punches,CRC_GoalKicks,GER_GoalKicks
Costa Rica vs Germany,7,4,1.04,0.61,2,0,1,0,0,1,14,2
