Match,CRC_AccuratePasses,GER_AccuratePasses,CRC_ThrowIns,GER_ThrowIns,CRC_FinalThirdEntries,GER_FinalThirdEntries,CRC_PassesFinalThird,GER_PassesFinalThird,CRC_LongBalls,GER_LongBalls,CRC_Crosses,GER_Crosses
Costa Rica vs Germany,252,638,15,18,39,85,34/67,234/292,28/63,30/38,3/11,9/32
