Match,CRC_TacklesWonPct,GER_TacklesWonPct,CRC_TotalTackles,GER_TotalTackles,CRC_Interceptions,GER_Interceptions,CRC_Recoveries,GER_Recoveries,CRC_Clearances,GER_Clearances,CRC_ErrorsLeadingToShot,GER_ErrorsLeadingToShot,CRC_ErrorsLeadingToGoal,GER_ErrorsLeadingToGoal
Costa Rica vs Germany,48,30,21,10,8,5,65,70,42,9,0,1,0,1
