Match,GER_Duels,ESP_Duels,GER_AerialDuels,ESP_AerialDuels,GER_Dribbles,ESP_Dribbles,GER_Dispossessed,ESP_Dispossessed
Germany vs Spain,52/86,34/86,6/15,9/15,11/16,6/20,12,15
