Match,GER_AccuratePasses,ESP_AccuratePasses,GER_ThrowIns,ESP_ThrowIns,GER_FinalThirdEntries,ESP_FinalThirdEntries,GER_PassesFinalThird,ESP_PassesFinalThird,GER_LongBalls,ESP_LongBalls,GER_Crosses,ESP_Crosses
Germany vs Spain,542,270,15,23,29,43,44/72,76/104,21/45,40/58,2/11,1/6
