Match,GER_BigChancesScored,ESP_BigChancesScored,GER_BigChancesMissed,ESP_BigChancesMissed,GER_ThroughBalls,ESP_ThroughBalls,GER_TouchesOppBox,ESP_TouchesOppBox,GER_FouledFinalThird,ESP_FouledFinalThird,GER_Offsides,ESP_Offsides
Germany vs Spain,1,1,1,0,1,1,20,18,4,1,5,2
