Match,GER_TotalShots,ESP_TotalShots,GER_ShotsOnTarget,ESP_ShotsOnTarget,GER_HitWoodwork,ESP_HitWoodwork,GER_ShotsOffTarget,ESP_ShotsOffTarget,GER_BlockedShots,ESP_BlockedShots,GER_ShotsInsideBox,ESP_ShotsInsideBox,GER_ShotsOutsideBox,ESP_ShotsOutsideBox
Germany vs Spain,11,7,4,3,0,1,4,2,3,2,8,3,3,4
