Match,ESP_GoalkeeperSaves,GER_GoalkeeperSaves,ESP_GoalsPrevented,GER_GoalsPrevented,ESP_BigSaves,GER_BigSaves,ESP_HighClaims,GER_HighClaims,ESP_GoalKicks,GER_GoalKicks
Germany vs Spain,3,2,0.76,0.32,1,0,2,0,9,5
