Match,ESP_TacklesWonPct,GER_TacklesWonPct,ESP_TotalTackles,GER_TotalTackles,ESP_Interceptions,GER_Interceptions,ESP_Recoveries,GER_Recoveries,ESP_Clearances,GER_Clearances,ESP_ErrorsLeadingToShot,GER_ErrorsLeadingToShot
Germany vs Spain,65,52,17,29,8,13,67,66,13,11,2,1
